COD_VIA;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;DISTRITO;BARRIO;IMPAR_MIN;IMPAR_MAX;PAR_MIN;PAR_MAX
00631200;CALLE;DE;RAMONET;RAMONET;16;5;11;47;8;60
00631400;CALLE;DE;RAMOS CARRION;RAMOS CARRIÓN;05;2;1;15;2;14
00631425;CALLE;DEL;RANCHO;RANCHO;12;1;3;9;4;14
00001931;CALLE;DE;RAQUEL MELLER;RAQUEL MELLER;15;4;1;7;2;6
00631440;CALLE;DE;RASCAFRIA;RASCAFRÍA;08;7;1;3;2;2
00631500;CALLE;DEL;RASCON;RASCÓN;11;3;1;45;2;46
00631600;CAMINO;DEL;RASILLO;RASILLO;21;2;-;-;120;120
00047100;CALLE;DEL;RASTRO;RASTRO;19;1;1;5;2;6
00002573;CALLE;DE;RAVENA;RÁVENA;20;4;1;37;2;32
00002486;CALLE;DE LA;RAYA;RAYA;19;1;1;31;2;20
31000628;CALLE;DEL;RAYO VALLECANO DE MADRID;RAYO VALLECANO DE MADRID;18;1;1;113;2;4
00631800;CALLE;DE LA;RAZA;RAZA;20;7;1;33;2;18
00631850;AVENIDA;;REAL;REAL;19;1;1;29;2;40
31000247;CALLE;DEL;REAL;REAL;11;6;9;19;2;2
31000225;CALLE;DEL;REAL ALCAZAR DE SEVILLA;REAL ALCÁZAR DE SEVILLA;11;6;1;7;6;8
00632000;CALLE;DEL;REAL BETIS;REAL BETIS;11;5;1;37;2;42
00631900;CALLE;;REAL DE ARGANDA;REAL DE ARGANDA;18;1;1;37;2;78
00631900;CALLE;;REAL DE ARGANDA;REAL DE ARGANDA;18;2;39;63;-;-
00135175;CAÑADA;;REAL DE MERINAS;REAL DE MERINAS;19;1;1;257;2;238
00632200;AVENIDA;;REAL DE PINTO;REAL DE PINTO;17;1;1;167;2;170
00002886;CAÑADA;;REAL GALIANA;REAL GALIANA;18;1;11;45;4;594
00632100;CALLE;DEL;REAL MADRID;REAL MADRID;11;5;5;45;20;38
00632400;CALLE;DE;REBEQUE;REBEQUE;01;1;-;-;2;6
00632500;PLAZA;DE;RECAJO;RECAJO;10;7;1;1;2;2
00632600;CALLE;DE;RECALDE;RECALDE;15;2;1;11;2;22
00632700;CALLE;DE;RECAREDO;RECAREDO;05;1;1;17;2;12
00632800;CALLE;DE;RECESVINTO;RECESVINTO;11;3;1;109;2;112
00632900;CALLE;DEL;RECODO;RECODO;01;1;1;5;2;4
00633000;CALLE;DE;RECOLETOS;RECOLETOS;04;1;1;25;2;24
00633005;PASEO;DE;RECOLETOS;RECOLETOS;01;4;1;43;-;-
00633005;PASEO;DE;RECOLETOS;RECOLETOS;04;1;-;-;2;22
00002537;CALLE;DEL;RECTOR ROYO-VILLANOVA;RECTOR ROYO-VILLANOVA;09;3;1;1A;2;10I
00633100;AVENIDA;DEL;RECUERDO;RECUERDO;05;6;1;11;2;10
00002832;CALLE;DE;REDECILLA DEL CAMINO;REDECILLA DEL CAMINO;08;6;1;11;2;4
00633150;CALLE;DEL;REDENTOR;REDENTOR;11;6;9;27;10;26
00633200;CALLE;DE LAS;REDES;REDES;20;2;-;-;2;6
00633250;PLAZA;DE;REDONDELA;REDONDELA;08;4;1;15;2;16
00633300;CALLE;DE LA;REDONDILLA;REDONDILLA;01;1;1;17;2;14
00633700;CALLE;DEL;REFUGIO;REFUGIO;05;3;-;-;2;2
00634200;CALLE;DE;REGIL;RÉGIL;12;1;1;51;2;62
00634300;CALLE;DEL;REGIMIENTO;REGIMIENTO;08;1;1;15;2;14
00634600;CALLE;DE;REGINA ALVAREZ;REGINA ÁLVAREZ;09;4;1;15;2;22
00001857;CALLE;DE;REGINO SAINZ DE LA MAZA;REGINO SAINZ DE LA MAZA;08;6;1;5;2;6
00634700;PLAZA;DE LAS;REGIONES;REGIONES;13;1;1;1;-;-
00634750;CALLE;DE LA;REGUERA DE TOMATEROS;REGUERA DE TOMATEROS;13;1;1;121;4;62
00634800;CALLE;DE LOS;REGUEROS;REGUEROS;01;4;1;15;2;12
00634900;CALLE;DE;REGULO;RÉGULO;09;7;1;3;2;18
00635000;CALLE;DE LA;REINA;REINA;01;4;1;41;2;26
00635100;PASEO;DE LA;REINA CRISTINA;REINA CRISTINA;03;1;-;-;2;36
00635100;PASEO;DE LA;REINA CRISTINA;REINA CRISTINA;03;5;1;23;-;-
00635200;CALLE;DE LA;REINA MERCEDES;REINA MERCEDES;06;2;1;27;2;26
00635300;AVENIDA;DE LA;REINA VICTORIA;REINA VICTORIA;06;1;-;-;2;24
00635300;AVENIDA;DE LA;REINA VICTORIA;REINA VICTORIA;07;6;1;57;30;30B
00635300;AVENIDA;DE LA;REINA VICTORIA;REINA VICTORIA;09;3;-;-;26;72
31000156;CALLE;DEL;REINO DE CANDAYA;REINO DE CANDAYA;08;6;1;9;-;-
00635400;CALLE;DE;REINOSA;REINOSA;11;4;1;5;2;6
00635425;CALLE;DE LAS;REJAS;REJAS;20;6;3;13;6;6
00635500;CALLE;DE;RELAMPAGUITO;RELAMPAGUITO;17;1;1;3;-;-
00635600;CALLE;DE LOS;RELATORES;RELATORES;01;2;1;17;2;22
00635700;CALLE;DEL;RELOJ;RELOJ;01;1;1;3;4;22
00635800;TRAVESIA;DEL;RELOJ;RELOJ;01;1;1;9;2;6
00636250;CALLE;DE LA;REMODELACION;REMODELACIÓN;12;1;1;7;-;-
00636251;CALLE;DE LA;REMODELACION DE ALMENDRALES;REMODELACIÓN DE ALMENDRALES;12;4;-;-;2;6
00636300;PLAZA;DE;REMONDO;REMONDO;10;3;1;5;2;4
00137300;PASAJE;DE LA;REMONTA;REMONTA;06;5;1;3;2;6
00636350;PLAZA;DE LA;REMONTA;REMONTA;06;5;1;17;2;18
00636400;PLAZA;DE LA;RENDICION DE BREDA;RENDICIÓN DE BREDA;11;7;1;11;2;12
00905188;CAMINO;DEL;RENEGADO;RENEGADO;09;1;-;-;6;6
00636600;CALLE;DE;RENTERIA;RENTERÍA;09;6;3;5;2;8
00636700;CALLE;DE;REPELON;REPELÓN;16;4;-;-;2;6
00636800;PLAZA;DE LA;REPUBLICA ARGENTINA;REPÚBLICA ARGENTINA;05;1;1;9;2;8B
00002577;CALLE;DE LA;REPUBLICA CHECA;REPÚBLICA CHECA;20;4;1;25;4;20
00905005;PASEO;DE LA;REPUBLICA DE CUBA;REPÚBLICA DE CUBA;03;5;-;-;2;8
00002103;PASEO;DE LA;REPUBLICA DE PANAMA;REPÚBLICA DE PANAMÁ;03;5;1;1;-;-
00637000;PLAZA;DE LA;REPUBLICA DEL ECUADOR;REPÚBLICA DEL ECUADOR;05;4;1;7;2;8
00636850;PASEO;DE LA;REPUBLICA DOMINICANA;REPÚBLICA DOMINICANA;03;5;-;-;2;2
00636900;PLAZA;DE LA;REPUBLICA DOMINICANA;REPÚBLICA DOMINICANA;05;4;1;7;2;8
00636900;PLAZA;DE LA;REPUBLICA DOMINICANA;REPÚBLICA DOMINICANA;05;5;3;5;4;6B
00002578;CALLE;DE LA;REPUBLICA ESLOVACA;REPÚBLICA ESLOVACA;20;4;3;39;2;32
00637200;CALLE;DEL;REPUJADO;REPUJADO;20;2;-;-;2;6
00637300;CALLE;DE;REPULLES Y VARGAS;REPULLÉS Y VARGAS;10;2;1;11;2;8
00637400;CALLE;DE;REQUENA;REQUENA;01;1;1;7;-;-
00637500;CALLE;DE LA;RESINA;RESINA;17;1;1;107;2;56
00637700;CALLE;DE LA;RESINERIA;RESINERÍA;20;3;1;33;6;20
00001442;CALLE;DEL;RETABLO DE MELISENDRA;RETABLO DE MELISENDRA;08;6;-;-;6;6
00000874;CALLE;DE LA;RETAMA;RETAMA;02;7;1;7;2;12
00637800;CALLE;DEL;RETAMAR;RETAMAR;16;3;3;11;6;10
00637865;CALLE;DE LOS;RETRASOS;RETRASOS;12;1;1;9;-;-
00637890;CALLE;DE;REUS;REUS;11;6;1;13;2;18
00637900;CALLE;DE;REVENGA;REVENGA;10;3;1;15B;2;18
00638000;CALLE;DEL;REVENTON;REVENTÓN;05;3;1;13;2;14
00638100;PLAZA;DE LA;REVERENCIA;REVERENCIA;15;3;1;1;2;4
00638400;PASEO;DEL;REY;REY;09;1;1;39;28;36
00638400;PASEO;DEL;REY;REY;09;2;-;-;2;26
00638500;PLAZA;DEL;REY;REY;01;4;1;7;2;6
00638600;CALLE;DEL;REY FRANCISCO;REY FRANCISCO;09;2;1;33;2;30
00638700;CALLE;DE LOS;REYES;REYES;01;5;1;23;2;18
00638900;CALLE;DE;REYES AIZQUIBEL;REYES AIZQUÍBEL;06;5;1;21C;2;42
00639000;AVENIDA;DE LOS;REYES CATOLICOS;REYES CATÓLICOS;09;3;1;3;2;6
00639100;CALLE;DE LOS;REYES MAGOS;REYES MAGOS;03;6;1;23;2;18
00639150;PLAZA;DE LOS;REYES MAGOS;REYES MAGOS;03;6;1;13;2;14
00639250;CALLE;DE;RIAÑO;RIAÑO;21;1;1;11;-;-
00639300;CALLE;DE;RIAZA;RIAZA;09;7;1;55;2;40
00639400;CALLE;DE;RIBADAVIA;RIBADAVIA;08;4;1;47;2;20
00639500;CALLE;DE;RIBADELAGO;RIBADELAGO;20;4;1;3;-;-
00639550;PLAZA;DE;RIBADEO;RIBADEO;08;4;1;13;2;14
00639600;CALLE;DE;RIBADESELLA;RIBADESELLA;20;1;1;17;2;18
00639650;CALLE;DE;RIBADUMIA;RIBADUMIA;20;7;1;9;2;8
31004102;CAMINO;DE LA;RIBERA;RIBERA;18;1;-;-;50;50
00639680;CALLE;DE LA;RIBERA DE CURTIDORES;RIBERA DE CURTIDORES;01;2;1;39;2;26
00639680;CALLE;DE LA;RIBERA DE CURTIDORES;RIBERA DE CURTIDORES;02;2;43;47;28;38
00002735;CALLE;DE LA;RIBERA DEL LOIRA;RIBERA DEL LOIRA;16;6;1;1;2;2
00002735;CALLE;DE LA;RIBERA DEL LOIRA;RIBERA DEL LOIRA;21;5;-;-;4;64
00639800;CALLE;DE LA;RIBERA DEL MANZANARES;RIBERA DEL MANZANARES;09;1;1;159;-;-
00001111;CALLE;DE LA;RIBERA DEL SENA;RIBERA DEL SENA;16;6;1;3;-;-
00001111;CALLE;DE LA;RIBERA DEL SENA;RIBERA DEL SENA;21;5;5;27;2;20
00639900;CALLE;DE;RIBOTA;RIBOTA;10;3;1;13;2;16
00511150;CALLE;DE;RICARDO BELLVER;RICARDO BELLVER;11;6;1;1;6;18
00639950;CALLE;DE;RICARDO BELTRAN Y ROZPIDE;RICARDO BELTRÁN Y RÓZPIDE;12;6;1;73;2;32
00640000;CALLE;DE;RICARDO CALVO;RICARDO CALVO;05;5;1;5;2;10
00640100;CALLE;DE;RICARDO DAMAS;RICARDO DAMAS;02;4;1;41;4;4
00641000;CALLE;DE;RICARDO DE LA VEGA;RICARDO DE LA VEGA;04;4;1;19;2;20
00640400;CALLE;DE;RICARDO GOIZUETA;RICARDO GOIZUETA;02;4;3;27;2;10
00640500;CALLE;DE;RICARDO GUTIERREZ;RICARDO GUTIÉRREZ;06;6;1;5;4;18
00640600;CALLE;DE;RICARDO LEON;RICARDO LEÓN;01;5;1;7;2;2
00640800;CALLE;DE;RICARDO ORTIZ;RICARDO ORTIZ;15;1;1;65;2;130
00640845;CALLE;DE;RICARDO SAN JUAN;RICARDO SAN JUAN;16;3;-;-;2;38
00640900;CALLE;DE;RICARDO SEPULVEDA;RICARDO SEPÚLVEDA;15;1;3;19;2;12
00000834;GLORIETA;DE;RICARDO VELAZQUEZ BOSCO;RICARDO VELÁZQUEZ BOSCO;20;8;1;3;2;4
00002515;CALLE;DE;RICLA;RICLA;10;1;1;7;2;8
00641100;PLAZA;DE;RICLA;RICLA;10;1;1;9;2;10
00002579;CALLE;DE;RIGA;RIGA;20;4;-;-;2;6
00641200;CALLE;DE;RIGEL;RIGEL;09;7;1;11;2;12
00002580;CALLE;DE;RIMINI;RÍMINI;20;4;1;7;6;6
00641260;CALLE;DEL;RINCON DE LA SOLANA;RINCÓN DE LA SOLANA;19;1;5;13;2;20
00641275;CALLE;DEL;RINCON DE LA VICTORIA;RINCÓN DE LA VICTORIA;13;4;1;11;2;14
00641285;PASEO;DE LA;RINCONADA;RINCONADA;09;7;1;79;2;78
00641400;CALLE;DEL;RIO;RÍO;01;1;1;11;2;24
00641500;CAMINO;DEL;RIO;RÍO;12;2;1;7;-;-
00001883;CALLE;DEL;RIO ADAJA;RÍO ADAJA;09;7;1;39;2;42
00001881;CALLE;DEL;RIO AGUEDA;RÍO ÁGUEDA;09;7;1;43;2;56
00000803;CALLE;DEL;RIO ARAUCA;RÍO ARAUCA;13;5;1;21;2;26
00001882;CALLE;DEL;RIO ARLANZON;RÍO ARLANZÓN;09;7;1;1;-;-
00000799;CALLE;DEL;RIO BRAVO;RÍO BRAVO;13;5;1;27;2;22
00641501;CALLE;DEL;RIO BULLAQUE;RÍO BULLAQUE;08;5;1;1;2;6C
00000814;CALLE;DEL;RIO CHICO;RÍO CHICO;13;5;1;5;2;4
00000824;CALLE;DEL;RIO COLORADO;RÍO COLORADO;13;5;1;5;2;6
00000813;CALLE;DEL;RIO CORRIENTES;RÍO CORRIENTES;13;5;1;5;2;10
31001839;CALLE;DEL;RIO CUERVO;RIO CUERVO;18;1;81;81;-;-
00000801;CALLE;DEL;RIO DE LA PLATA;RÍO DE LA PLATA;13;5;1;25;2;26
00641700;CALLE;DEL;RIO DE ORO;RÍO DE ORO;11;2;1;13;2;4
00002284;CALLE;DEL;RIO DUERO;RÍO DUERO;16;3;-;-;2;2B
00002287;CALLE;DEL;RIO ESGUEVA;RÍO ESGUEVA;16;3;1;37;2;40
00001884;CALLE;DEL;RIO ESLA;RÍO ESLA;09;7;1;39;2;40
00000819;CALLE;DEL;RIO ESMERALDA;RÍO ESMERALDA;13;5;1;23;2;30
00000806;CALLE;DEL;RIO GRANDE;RÍO GRANDE;13;5;3;5;-;-
00000808;CALLE;DEL;RIO IGUAZU;RÍO IGUAZÚ;13;5;1;17;2;16
00000815;CALLE;DEL;RIO JACUI;RÍO JACUÍ;13;5;1;9;2;10
00000805;CALLE;DEL;RIO MAGDALENA;RÍO MAGDALENA;13;5;1;1;2;2
00641550;CALLE;DEL;RIO MATARRAÑA;RÍO MATARRAÑA;20;8;1;7;2;8B
00000804;CALLE;DEL;RIO NEGRO;RÍO NEGRO;13;5;3;19;4;28
00641600;CALLE;DEL;RIO NERVION;RÍO NERVIÓN;15;2;43;61;38;56
00000810;CALLE;DEL;RIO ORINOCO;RÍO ORINOCO;13;5;1;31;4;40
00000809;CALLE;DEL;RIO PARANA;RÍO PARANÁ;13;5;1;15;4;18
00000807;CALLE;DEL;RIO SALADO;RÍO SALADO;13;5;1;13;2;12
00001889;CALLE;DEL;RIO SALOR;RÍO SALOR;09;7;1;19;-;-
00000798;CALLE;DEL;RIO SAN LORENZO;RÍO SAN LORENZO;13;5;1;37;2;40
00000802;CALLE;DEL;RIO SAN PEDRO;RÍO SAN PEDRO;13;5;1;33;2;38
00001864;CALLE;DEL;RIO SELLA;RÍO SELLA;09;7;1;63;2;10
00001880;CALLE;DEL;RIO TIETAR;RÍO TIÉTAR;09;7;1;47;6;44
00641750;CALLE;DEL;RIO ULLA;RÍO ULLA;15;2;1;27;2;32
00000811;CALLE;DEL;RIO URUGUAY;RÍO URUGUAY;13;5;1;25;2;32
00001890;GLORIETA;DEL;RIO ZANCARA;RÍO ZÁNCARA;09;7;1;1;-;-
00002544;CALLE;DE;RIOBAMBA;RIOBAMBA;20;8;1;51;2;60
00002393;CALLE;DE;RIOCABADO;RIOCABADO;10;1;1;21;2;22
00641800;CALLE;DE;RIOCONEJOS;RIOCONEJOS;20;4;1;7;2;18
00641900;PLAZA;DE;RIOFRIO;RIOFRÍO;15;3;1;5;2;4
00641925;CALLE;DE LOS;RIOJANOS;RIOJANOS;13;4;1;27;2;18
00642000;CALLE;DE;RIOS ROSAS;RÍOS ROSAS;07;5;1;57;2;56
00000783;CALLE;DEL;RISCO DE LOS CLAVELES;RISCO DE LOS CLAVELES;09;7;1;5G;2;4
00001153;CALLE;DEL;RISCO DE LOS GAVILANES;RISCO DE LOS GAVILANES;08;3;1;3;2;4
00642200;CALLE;DEL;RISCO DE PELOCHE;RISCO DE PELOCHE;13;6;1;15;2;14
00642100;CALLE;DEL;RISCO DEL PAJARO;RISCO DEL PÁJARO;05;3;1;19;2;20
00001408;CALLE;DE LOS;RISCOS DE POLANCO;RISCOS DE POLANCO;08;3;1;5;2;16
00001408;CALLE;DE LOS;RISCOS DE POLANCO;RISCOS DE POLANCO;08;7;7;37;-;-
00642300;CALLE;DE;RITA LUNA;RITA LUNA;06;6;1;7B;2;6
00642450;CALLE;DE;RIVAS;RIVAS;19;1;7;39;2;38
00642600;CALLE;DE;ROA;ROA;11;6;1;11;2;10
00642650;CALLE;DE;ROBERTO DOMINGO;ROBERTO DOMINGO;04;4;1;3;-;-
00642700;CALLE;DEL;ROBLE;ROBLE;06;3;1;19;10;30
00905195;CAMINO;DEL;ROBLEDAL;ROBLEDAL;09;1;-;-;2;2
00642900;CALLE;DE;ROBLEDILLO;ROBLEDILLO;07;5;3;21;2;18
00643000;CALLE;DE;ROBLEDO;ROBLEDO;06;5;1;15;2;18
00643100;PASAJE;DE;ROBLEDO DE CHAVELA;ROBLEDO DE CHAVELA;05;2;1;1;2;6
00643200;CALLE;DE LOS;ROBLES;ROBLES;13;2;1;13A;2;18
00643300;CALLE;DE;ROBREGORDO;ROBREGORDO;05;2;1;3;-;-
00643600;CALLE;DE;ROCAFORT;ROCAFORT;17;2;3;151;2;92
00643700;CALLE;DE;ROCHAPEA;ROCHAPEA;12;3;1;43;2;44
00001441;CALLE;DE;ROCINANTE;ROCINANTE;08;6;1;15;2;16
31001906;CALLE;DE;ROCIO JURADO;ROCÍO JURADO;16;6;5;61;14;44
00001892;CALLE;DE;RODA DE BARA;RODA DE BARÁ;08;7;1;5;2;8
00905162;CARRETERA;DE;RODAJOS;RODAJOS;09;1;-;-;2;2
00643800;CALLE;DE;RODAS;RODAS;01;2;1;19;2;28
00644000;CALLE;DE;RODEZNO;RODEZNO;15;6;3;3;-;-
31000032;CALLE;DEL;RODIO;RODIO;02;4;13;13;2;12
00098301;CALLE;DEL;RODODENDRO;RODODENDRO;09;7;1;13;2;6
00000781;PLAZA;DE;RODOLFO Y ERNESTO HALFFTER;RODOLFO Y ERNESTO HALFFTER;05;3;1;1;-;-
00644150;CALLE;DE;RODRIGO DE ARANA;RODRIGO DE ARANA;10;7;1;35;2;52
00644200;CALLE;DE;RODRIGO DE GUEVARA;RODRIGO DE GUEVARA;01;2;1;9;2;8
00002136;CALLE;DE;RODRIGO DE TRIANA;RODRIGO DE TRIANA;15;2;1;3;2;8
00644300;CALLE;DE;RODRIGO UHAGON;RODRIGO UHAGÓN;12;7;1;33;2;34
00533000;CALLE;DE;RODRIGUEZ AYUSO;RODRÍGUEZ AYUSO;20;7;1;39;2;48
00644400;CALLE;DE;RODRIGUEZ ESPINOSA;RODRÍGUEZ ESPINOSA;13;3;1;73;2;54
00644500;CALLE;DE;RODRIGUEZ ILLANES;RODRÍGUEZ ILLANES;15;8;-;-;2;2
00644600;CALLE;DE;RODRIGUEZ JAEN;RODRÍGUEZ JAÉN;05;6;1;41;26;26
00644700;CALLE;DE;RODRIGUEZ LAZARO;RODRÍGUEZ LÁZARO;11;5;1;17;2;24
00644800;CALLE;DE;RODRIGUEZ MARIN;RODRÍGUEZ MARÍN;05;1;1;59;2;84
00644800;CALLE;DE;RODRIGUEZ MARIN;RODRÍGUEZ MARÍN;05;4;61;73;86;92
00645000;CALLE;DE;RODRIGUEZ SAN PEDRO;RODRÍGUEZ SAN PEDRO;07;1;29;73;38;74
00645000;CALLE;DE;RODRIGUEZ SAN PEDRO;RODRÍGUEZ SAN PEDRO;07;2;1;27;2;36
00645100;CALLE;DE;RODRIGUEZ VEGA;RODRÍGUEZ VEGA;11;7;3;15;2;14
00645200;CALLE;DE;RODRIGUEZ VILLAREJO;RODRÍGUEZ VILLAREJO;02;4;1;11;4;8
00645300;PLAZA;DE;ROGELIO ENRIQUEZ;ROGELIO ENRÍQUEZ;08;1;5;13;2;2
00645400;CALLE;DE;ROGELIO FOLGUERAS;ROGELIO FOLGUERAS;13;6;1;29;2;14
00645500;CALLE;DE;ROGELIO MUÑOZ;ROGELIO MUÑOZ;16;4;1;13;2;12
00002475;PASAJE;DE;ROGELIO MUÑOZ;ROGELIO MUÑOZ;16;4;1;7;2;12
00645600;CALLE;DE;ROGELIO OSORIO;ROGELIO OSORIO;10;2;1;3;2;10
00645700;PLAZA;DE;ROGER DE FLOR;ROGER DE FLOR;11;3;1;21;2;20
00645800;CALLE;DE;ROGER DE LAURIA;ROGER DE LAURIA;11;3;1;1;2;2
00646000;CALLE;DEL;ROLLO;ROLLO;01;1;1;9;2;12
00646100;PLAZA;DEL;ROLLO;ROLLO;09;7;3;3;2;2
00646200;CALLE;DE;ROMA;ROMA;04;4;1;25;2;48
00646500;CALLE;DE;ROMAN ALONSO;ROMÁN ALONSO;06;6;1;25;2;18B
00001836;CALLE;DEL;ROMANCERO GITANO;ROMANCERO GITANO;17;1;1;43;2;34
00002232;CALLE;DE;ROMEO Y JULIETA;ROMEO Y JULIETA;13;3;1;13;2;16
00001011;CALLE;DEL;ROMERAL;ROMERAL;17;5;1;11;2;12
00646800;PASAJE;DEL;ROMERO;ROMERO;07;5;1;1;2;4
00646900;CALLE;DE;ROMERO GIRON;ROMERO GIRÓN;05;4;1;9;4;16
00647000;CALLE;DE;ROMERO ROBLEDO;ROMERO ROBLEDO;09;2;1;27;2;30
00647100;CALLE;DEL;ROMPEDIZO;ROMPEDIZO;10;7;1;15;2;26
00647200;CALLE;DE;ROMPELANZAS;ROMPELANZAS;01;6;1;1;2;2
00647300;CALLE;DE;RONCAL;RONCAL;05;1;1;7;2;4
00647400;CALLE;DE;RONCESVALLES;RONCESVALLES;03;6;1;5;2;2
00647475;TRAVESIA;DE;RONDA;RONDA;20;5;1;5B;2;12
00001904;CALLE;DE;ROQUETAS DE MAR;ROQUETAS DE MAR;16;5;7;29;10;10
00647600;CALLE;DE;ROS DE OLANO;ROS DE OLANO;05;2;1;9;2;12
00647700;CALLE;DE LA;ROSA;ROSA;01;2;1;7;2;10
00647850;CALLEJON;DE LA;ROSA;ROSA;11;6;15;15;-;-
00002487;PLAZA;DE;ROSA CHACEL;ROSA CHACEL;19;1;9;9;10;10
00647900;CALLE;DE;ROSA DE CASTRO;ROSA DE CASTRO;16;3;1;23;2;4
00648500;CALLE;DE;ROSA DE SILVA;ROSA DE SILVA;06;3;1;21;2;18
00426750;CALLE;DE LA;ROSA DEL AZAFRAN;ROSA DEL AZAFRÁN;17;5;1;5;2;6
00648000;CALLE;DE;ROSA JARDON;ROSA JARDÓN;05;5;1;13;2;16
00900733;CALLE;DE;ROSA LUXEMBURGO;ROSA LUXEMBURGO;09;7;1;49;2;68
00648200;CALLE;DE;ROSA MENENDEZ;ROSA MENÉNDEZ;06;6;1;33;2;34
00373800;CALLE;DE;ROSA SABATER;ROSA SABATER;08;1;1;5;-;-
00905054;CALLE;DE LA;ROSALEDA;ROSALEDA;09;1;1;3;2;4
00648750;CALLE;DE;ROSALIA DE CASTRO;ROSALÍA DE CASTRO;08;3;1;77;2;84
00648800;CALLE;DE;ROSALIA TRUJILLO;ROSALÍA TRUJILLO;15;4;1;11;4;10
00648900;CALLE;DEL;ROSARIO;ROSARIO;01;1;5;31;6;6
00649100;CALLE;DE;ROSARIO ACUÑA;ROSARIO ACUÑA;04;3;1;13;2;10
00649200;CALLE;DE;ROSARIO PINO;ROSARIO PINO;06;3;1;17;2;18
00649300;CALLE;DE;ROSARIO ROMERO;ROSARIO ROMERO;06;4;1;27;2;34
00649325;CALLE;DE LAS;ROSAS DE ARAVACA;ROSAS DE ARAVACA;09;7;1;45;2;90
00649400;CALLE;DE;ROSENDO CONDE;ROSENDO CONDE;06;5;1;17;4;16
00649600;CALLE;DE;ROY;ROY;11;2;1;17;2;20
00002255;CALLE;DE;ROZAS DE PUERTO REAL;ROZAS DE PUERTO REAL;18;1;5;15;6;34
00649700;GLORIETA;DE;RUBEN DARIO;RUBÉN DARÍO;07;4;1;5;2;4
00649800;CALLE;DEL;RUBI;RUBÍ;17;1;1;11;2;6
00650100;CALLE;DE LA;RUDA;RUDA;01;2;1;21;2;20
00650200;PASAJE;DE LA;RUECA;RUECA;20;3;-;-;2;6
00000926;CALLE;DE LA;RUEZA;RUEZA;10;3;1;13;2;42
00650300;CALLE;DE;RUFINO BLANCO;RUFINO BLANCO;04;3;1;49;2;40
00650400;CALLE;DE;RUFINO GONZALEZ;RUFINO GONZÁLEZ;20;1;3;67;2;64
00650500;GLORIETA;DE;RUFINO NOVALVOS;RUFINO NOVALVOS;11;5;1;5;2;4
00650600;CALLE;DE;RUFINO REJON;RUFINO REJÓN;11;6;1;15;2;12
00650700;CALLEJON;DE LOS;RUICES;RUICES;13;2;1;9;2;18
00650800;CALLE;DE;RUIDERA;RUIDERA;13;1;1;47;2;30
00650850;CALLE;DEL;RUISEÑOR;RUISEÑOR;11;4;5;11;-;-
00650900;CALLE;DE;RUIZ;RUIZ;01;5;1;23;2;22
00650900;CALLE;DE;RUIZ;RUIZ;07;3;25;29;24;30
00651000;CALLE;DE;RUIZ DE ALARCON;RUIZ DE ALARCÓN;03;5;1;27;2;22
00651100;GLORIETA;DE;RUIZ JIMENEZ;RUIZ JIMÉNEZ;01;5;1;7;6;8
00651100;GLORIETA;DE;RUIZ JIMENEZ;RUIZ JIMÉNEZ;07;2;3;3;2;2
00651100;GLORIETA;DE;RUIZ JIMENEZ;RUIZ JIMÉNEZ;07;3;5;5;4;4
00651200;CALLE;DE;RUIZ OCAÑA;RUIZ OCAÑA;04;4;1;3;2;8
00651300;CALLE;DE;RUIZ PALACIOS;RUIZ PALACIOS;06;6;1;43;2;38
00651400;CALLE;DE;RUIZ PERELLO;RUIZ PERELLÓ;04;4;1;21;2;16
00002467;CALLE;DE;RUMANIA;RUMANÍA;20;5;1;9;2;34
00651500;CALLE;DE;RUPERTO ANDRES;RUPERTO ANDRÉS;09;4;1;7;6;10
00002519;CALLE;DE;RUSIA;RUSIA;20;5;1;17;2;12
00651700;CALLE;DE;RUTE;RUTE;10;2;1;5;-;-
00651800;PLAZA;DE;RUTILIO GACIS;RUTILIO GACIS;02;3;3;7;2;6
00002724;CALLE;DEL;RUTILO;RUTILO;12;3;1;29;4;12
00651850;CALLE;DE;RUY GONZALEZ DE CLAVIJO;RUY GONZÁLEZ DE CLAVIJO;02;1;1;1;2;6
00651900;CALLE;DE;RUZAFA;RUZAFA;13;6;3;5;2;12
31001359;AUTOPISTA;;R-2;R-2;16;6;-;-;30;30IN
00652100;CALLE;DE;SAAVEDRA FAJARDO;SAAVEDRA FAJARDO;10;2;1;27;2;34
00652200;CALLE;DE;SABADELL;SABADELL;08;6;1;217;2;196
31000035;CALLE;DEL;SABAL;SABAL;02;5;5;13;2;2
00652300;CALLE;DEL;SABANERO;SABANERO;11;4;3;29;6;38
31001367;CALLE;DE;SABINO FERNANDEZ CAMPO;SABINO FERNÁNDEZ CAMPO;18;2;5;5;6;6
00000797;CALLE;DE;SABIOTE;SABIOTE;13;1;1;5;2;6
00002721;CALLE;DE;SABRINA;SABRINA;13;3;-;-;2;4
00652500;CALLE;DE;SACEDON;SACEDÓN;17;5;1;1;2;2
00652600;PASAJE;DEL;SACERAL;SACERAL;08;7;1;19;2;18
00652900;CALLE;DEL;SACRAMENTO;SACRAMENTO;01;1;1;11;2;12
00653000;CALLE;DEL;SACRIFICIO;SACRIFICIO;19;2;1;29;4;24
